fy_id,fy_title,fy_type,fy_status,platform,xzq,sq,jd,wd,month_zj,jzmj,is_dt,zx_qk
BJ0006903,白纸坊288.9㎡精装独栋,独栋,在租,链家,西城区,白纸坊,116.339208,39.940929,28965,288.9,否,精装
BJ0006904,青塔31.0㎡精装合租,合租,在租,链家,丰台区,青塔,116.288398,39.852652,2787,31.0,是,精装
BJ0006905,双井37.0㎡毛坯整租,整租,在租,链家,朝阳区,双井,116.404133,39.899893,6491,37.0,否,毛坯
BJ0006906,天通苑13.5㎡毛坯合租,合租,待审核,58同城,昌平区,天通苑,116.264166,40.232823,1728,13.5,是,毛坯
BJ0006907,老山24.4㎡精装合租,合租,已租,链家,石景山区,老山,116.243833,39.879504,2331,24.4,否,精装
BJ0006908,丰台科技园34.5㎡毛坯合租,合租,在租,58同城,丰台区,丰台科技园,116.258009,39.82347,1529,34.5,是,毛坯
BJ0006909,学院路15.3㎡简装合租,合租,在租,贝壳找房,海淀区,学院路,116.324458,39.962658,2076,15.3,否,简装
BJ0006910,兴谷30.1㎡豪装合租,合租,在租,链家,平谷区,兴谷,117.110978,40.153361,894,30.1,否,豪装
BJ0006911,大红门18.8㎡豪装合租,合租,在租,链家,丰台区,大红门,116.283022,39.86947,2315,18.8,是,豪装
BJ0006912,西三旗12.2㎡精装合租,合租,在租,链家,海淀区,西三旗,116.330526,39.958868,2632,12.2,是,精装
BJ0006913,大望路34.4㎡精装整租,整租,已租,安居客,朝阳区,大望路,116.475153,39.886166,5723,34.4,是,精装
BJ0006914,十里堡13.8㎡精装合租,合租,在租,贝壳找房,朝阳区,十里堡,116.432617,39.958694,1931,13.8,否,精装
BJ0006915,管庄20.6㎡豪装整租,整租,已租,链家,朝阳区,管庄,116.462894,39.941831,9686,20.6,否,豪装
BJ0006916,昌平镇10.2㎡简装合租,合租,在租,58同城,昌平区,昌平镇,116.198123,40.227326,1703,10.2,否,简装
BJ0006917,双井21.7㎡简装合租,合租,在租,链家,朝阳区,双井,116.40987,39.913057,3491,21.7,是,简装
BJ0006918,西三旗78.1㎡毛坯整租,整租,在租,58同城,海淀区,西三旗,116.259197,39.964308,5933,78.1,是,毛坯
BJ0006919,常营12.7㎡精装合租,合租,已租,贝壳找房,朝阳区,常营,116.448006,39.922418,3815,12.7,是,精装
BJ0006920,公主坟62.5㎡简装整租,整租,待审核,链家,海淀区,公主坟,116.315051,39.925542,6757,62.5,是,简装
BJ0006921,牡丹园72.7㎡精装整租,整租,待审核,安居客,海淀区,牡丹园,116.309731,39.931445,7567,72.7,是,精装
BJ0006922,知春路12.4㎡简装合租,合租,在租,安居客,海淀区,知春路,116.309902,39.953053,3292,12.4,是,简装
BJ0006923,黄村18.7㎡精装合租,合租,在租,自如,大兴区,黄村,116.356753,39.731097,2237,18.7,是,精装
BJ0006924,双井192.4㎡简装独栋,独栋,在租,贝壳找房,朝阳区,双井,116.468867,39.897017,25650,192.4,是,简装
BJ0006925,安贞126.9㎡简装独栋,独栋,已租,链家,朝阳区,安贞,116.477745,39.925326,24187,126.9,是,简装
BJ0006926,金融街113.9㎡豪装整租,整租,在租,58同城,西城区,金融街,116.334942,39.905413,12050,113.9,否,豪装
BJ0006927,北七家20.0㎡简装合租,合租,在租,58同城,昌平区,北七家,116.219743,40.224292,1949,20.0,是,简装
BJ0006928,潘家园35.8㎡简装整租,整租,在租,贝壳找房,朝阳区,潘家园,116.470912,39.911344,9094,35.8,是,简装
BJ0006929,黄村15.5㎡精装合租,合租,在租,链家,大兴区,黄村,116.318543,39.728311,2300,15.5,是,精装
BJ0006930,西三旗84.9㎡精装独栋,独栋,在租,安居客,海淀区,西三旗,116.278491,39.932352,34805,84.9,否,精装
BJ0006931,后沙峪15.2㎡简装合租,合租,在租,链家,顺义区,后沙峪,116.652197,40.160933,1833,15.2,否,简装
BJ0006932,昌平镇21.8㎡简装合租,合租,在租,链家,昌平区,昌平镇,116.243146,40.226247,2096,21.8,是,简装
BJ0006933,西罗园49.8㎡简装整租,整租,在租,贝壳找房,丰台区,西罗园,116.311742,39.842672,4415,49.8,是,简装
BJ0006934,雁栖30.6㎡简装合租,合租,已租,安居客,怀柔区,雁栖,116.612153,40.315604,1108,30.6,否,简装
BJ0006935,北七家8㎡简装合租,合租,在租,贝壳找房,昌平区,北七家,116.267465,40.254504,1441,8,是,简装
BJ0006936,密云城区15.9㎡简装合租,合租,待审核,贝壳找房,密云区,密云城区,116.805562,40.358868,870,15.9,是,简装
BJ0006937,常营22.1㎡精装合租,合租,在租,贝壳找房,朝阳区,常营,116.433187,39.911013,2589,22.1,否,精装
BJ0006938,管庄278.5㎡精装独栋,独栋,在租,贝壳找房,朝阳区,管庄,116.4796,39.94249,28358,278.5,是,精装
BJ0006939,天竺31.4㎡简装合租,合租,在租,贝壳找房,顺义区,天竺,116.682713,40.138396,1648,31.4,否,简装
BJ0006940,学院路15.5㎡精装合租,合租,在租,自如,海淀区,学院路,116.320735,39.942591,2922,15.5,否,精装
BJ0006941,公主坟70.8㎡精装整租,整租,在租,贝壳找房,海淀区,公主坟,116.270491,39.923145,8921,70.8,是,精装
BJ0006942,望京27.4㎡毛坯合租,合租,在租,58同城,朝阳区,望京,116.482425,39.952381,3130,27.4,是,毛坯
BJ0006943,沙河17.4㎡简装合租,合租,在租,58同城,昌平区,沙河,116.223957,40.231118,1248,17.4,否,简装
BJ0006944,天坛10.2㎡毛坯合租,合租,已租,安居客,东城区,天坛,116.406455,39.93336,3314,10.2,是,毛坯
BJ0006945,苹果园23.1㎡豪装合租,合租,在租,自如,石景山区,苹果园,116.21991,39.92682,1970,23.1,否,豪装
BJ0006946,西二旗60.8㎡精装整租,整租,在租,安居客,海淀区,西二旗,116.277704,39.995468,8017,60.8,否,精装
BJ0006947,公主坟8㎡精装合租,合租,待审核,58同城,海淀区,公主坟,116.307977,39.989301,2665,8,是,精装
BJ0006948,古城23.6㎡精装合租,合租,待审核,贝壳找房,石景山区,古城,116.185786,39.87382,2042,23.6,否,精装
BJ0006949,常营8㎡简装合租,合租,已租,贝壳找房,朝阳区,常营,116.462701,39.936165,2958,8,是,简装
BJ0006950,新街口75.1㎡简装整租,整租,在租,58同城,西城区,新街口,116.399626,39.928805,9947,75.1,否,简装
BJ0006951,土桥65.5㎡简装整租,整租,在租,安居客,通州区,土桥,116.663614,39.897929,3515,65.5,否,简装
BJ0006952,常营18.0㎡豪装合租,合租,在租,58同城,朝阳区,常营,116.471431,39.916346,3617,18.0,否,豪装
BJ0006953,新街口68.9㎡毛坯整租,整租,在租,58同城,西城区,新街口,116.364469,39.949351,6444,68.9,否,毛坯
BJ0006954,劲松68.7㎡简装整租,整租,已租,贝壳找房,朝阳区,劲松,116.444632,39.910386,4772,68.7,否,简装
BJ0006955,马驹桥9.5㎡豪装合租,合租,已租,贝壳找房,通州区,马驹桥,116.659938,39.894178,2314,9.5,是,豪装
BJ0006956,磁器口73.0㎡精装整租,整租,在租,贝壳找房,东城区,磁器口,116.430552,39.943266,9331,73.0,是,精装
BJ0006957,新街口8㎡简装合租,合租,在租,链家,西城区,新街口,116.341766,39.950025,3217,8,是,简装
BJ0006958,潘家园43.4㎡精装整租,整租,在租,58同城,朝阳区,潘家园,116.438229,39.889765,7731,43.4,是,精装
BJ0006959,西罗园17.0㎡简装合租,合租,在租,安居客,丰台区,西罗园,116.267103,39.857425,1770,17.0,否,简装
BJ0006960,黄村98.4㎡简装整租,整租,在租,58同城,大兴区,黄村,116.370767,39.70472,3022,98.4,否,简装
BJ0006961,龙泽38.8㎡豪装整租,整租,在租,安居客,昌平区,龙泽,116.198097,40.229305,3791,38.8,否,豪装
BJ0006962,五道口104.2㎡精装独栋,独栋,在租,58同城,海淀区,五道口,116.31225,39.936245,29413,104.2,否,精装
BJ0006963,东直门24.1㎡简装合租,合租,已租,自如,东城区,东直门,116.391496,39.888854,3499,24.1,否,简装
BJ0006964,霍营79.6㎡豪装整租,整租,在租,安居客,昌平区,霍营,116.217308,40.233906,7184,79.6,是,豪装
BJ0006965,果园38.7㎡精装整租,整租,在租,贝壳找房,通州区,果园,116.654723,39.89324,4394,38.7,是,精装
BJ0006966,青塔13.8㎡毛坯合租,合租,在租,58同城,丰台区,青塔,116.278243,39.861044,2137,13.8,是,毛坯
BJ0006967,角门72.4㎡简装整租,整租,在租,链家,丰台区,角门,116.281734,39.855841,8266,72.4,是,简装
BJ0006968,磁器口12.0㎡毛坯合租,合租,在租,自如,东城区,磁器口,116.391264,39.954315,2835,12.0,是,毛坯
BJ0006969,北新桥68.1㎡豪装整租,整租,在租,自如,东城区,北新桥,116.443412,39.916539,7118,68.1,否,豪装
BJ0006970,北苑11.5㎡简装合租,合租,在租,58同城,朝阳区,北苑,116.419193,39.906057,3689,11.5,是,简装
BJ0006971,北七家85.6㎡简装整租,整租,待审核,链家,昌平区,北七家,116.228922,40.190122,3743,85.6,否,简装
BJ0006972,果园116.0㎡毛坯整租,整租,待审核,安居客,通州区,果园,116.68708,39.936202,2827,116.0,否,毛坯
BJ0006973,后沙峪94.1㎡精装整租,整租,在租,安居客,顺义区,后沙峪,116.618306,40.108166,5021,94.1,否,精装
BJ0006974,沙河21.9㎡简装合租,合租,在租,贝壳找房,昌平区,沙河,116.205031,40.246349,1791,21.9,否,简装
BJ0006975,牡丹园65.1㎡简装整租,整租,在租,贝壳找房,海淀区,牡丹园,116.272085,39.958367,9486,65.1,是,简装
BJ0006976,劲松82.7㎡精装整租,整租,在租,自如,朝阳区,劲松,116.446042,39.925337,8178,82.7,否,精装
BJ0006977,临河里10.0㎡简装合租,合租,在租,58同城,通州区,临河里,116.638063,39.922793,1401,10.0,否,简装
BJ0006978,双井20.9㎡精装合租,合租,待审核,安居客,朝阳区,双井,116.411023,39.926061,2776,20.9,否,精装
BJ0006979,马坡14.7㎡精装合租,合租,已租,链家,顺义区,马坡,116.672762,40.124856,1387,14.7,是,精装
BJ0006980,霍营13.5㎡精装合租,合租,在租,自如,昌平区,霍营,116.218713,40.199663,1406,13.5,否,精装
BJ0006981,崇文门13.4㎡毛坯合租,合租,待审核,链家,东城区,崇文门,116.447384,39.961119,2677,13.4,否,毛坯
BJ0006982,方庄64.9㎡简装整租,整租,待审核,链家,丰台区,方庄,116.294722,39.855736,4039,64.9,否,简装
BJ0006983,白纸坊13.3㎡简装合租,合租,在租,链家,西城区,白纸坊,116.326291,39.902766,4163,13.3,是,简装
BJ0006984,东直门20.8㎡毛坯合租,合租,已租,贝壳找房,东城区,东直门,116.452122,39.95096,1817,20.8,否,毛坯
BJ0006985,兴谷24.4㎡简装合租,合租,在租,58同城,平谷区,兴谷,117.139403,40.121553,686,24.4,否,简装
BJ0006986,中关村64.0㎡精装整租,整租,已租,链家,海淀区,中关村,116.267257,39.990461,6146,64.0,是,精装
BJ0006987,劲松67.3㎡简装整租,整租,在租,贝壳找房,朝阳区,劲松,116.448939,39.933236,5213,67.3,否,简装
BJ0006988,草桥64.8㎡精装整租,整租,待审核,58同城,丰台区,草桥,116.305708,39.882464,6367,64.8,是,精装
BJ0006989,常营65.1㎡简装整租,整租,在租,自如,朝阳区,常营,116.478714,39.886915,5408,65.1,否,简装
BJ0006990,马驹桥95.2㎡简装整租,整租,已租,58同城,通州区,马驹桥,116.696126,39.914431,5572,95.2,是,简装
BJ0006991,西罗园41.4㎡精装整租,整租,已租,链家,丰台区,西罗园,116.301256,39.850278,5811,41.4,是,精装
BJ0006992,方庄22.5㎡简装合租,合租,已租,58同城,丰台区,方庄,116.28355,39.847228,1702,22.5,是,简装
BJ0006993,宋家庄20.8㎡精装合租,合租,待审核,安居客,丰台区,宋家庄,116.272591,39.863575,2990,20.8,是,精装
BJ0006994,三里屯13.2㎡简装合租,合租,待审核,链家,朝阳区,三里屯,116.459219,39.903083,3372,13.2,是,简装
BJ0006995,学院路25.7㎡简装整租,整租,待审核,贝壳找房,海淀区,学院路,116.305873,39.978359,5993,25.7,是,简装
BJ0006996,管庄41.9㎡精装整租,整租,已租,贝壳找房,朝阳区,管庄,116.457188,39.93587,8442,41.9,是,精装
BJ0006997,回龙观153.2㎡精装独栋,独栋,已租,链家,昌平区,回龙观,116.225567,40.210674,18750,153.2,是,精装
BJ0006998,窦店73.6㎡简装整租,整租,在租,58同城,房山区,窦店,116.115507,39.778863,2587,73.6,否,简装
BJ0006999,管庄38.2㎡精装整租,整租,已租,链家,朝阳区,管庄,116.430381,39.922024,5859,38.2,是,精装
BJ0007000,安定门8.5㎡精装合租,合租,在租,安居客,东城区,安定门,116.395176,39.916427,2993,8.5,否,精装
BJ0007001,大望路20.0㎡精装合租,合租,已租,链家,朝阳区,大望路,116.453875,39.937236,2351,20.0,否,精装
BJ0007002,国贸49.4㎡毛坯整租,整租,在租,链家,朝阳区,国贸,116.409493,39.930365,4332,49.4,否,毛坯
BJ0007003,知春路270.2㎡简装独栋,独栋,在租,58同城,海淀区,知春路,116.288561,39.984356,17606,270.2,否,简装
BJ0007004,牛街18.9㎡简装合租,合租,在租,贝壳找房,西城区,牛街,116.338218,39.911341,2531,18.9,是,简装
BJ0007005,和平里190.0㎡精装独栋,独栋,在租,链家,东城区,和平里,116.450775,39.967532,33379,190.0,是,精装
BJ0007006,万寿路19.0㎡豪装合租,合租,在租,贝壳找房,海淀区,万寿路,116.334442,39.996975,3594,19.0,是,豪装
BJ0007007,双井19.9㎡精装合租,合租,在租,贝壳找房,朝阳区,双井,116.437218,39.883233,2418,19.9,是,精装
BJ0007008,西三旗14.9㎡精装合租,合租,在租,自如,海淀区,西三旗,116.281602,39.966531,3459,14.9,是,精装
BJ0007009,临河里12.4㎡简装合租,合租,在租,贝壳找房,通州区,临河里,116.66947,39.896853,1862,12.4,是,简装
BJ0007010,白纸坊57.8㎡豪装整租,整租,在租,贝壳找房,西城区,白纸坊,116.384264,39.942824,11129,57.8,是,豪装
BJ0007011,马家堡44.1㎡豪装整租,整租,在租,自如,丰台区,马家堡,116.253087,39.887585,8018,44.1,否,豪装
BJ0007012,古城55.0㎡精装整租,整租,在租,贝壳找房,石景山区,古城,116.21592,39.899075,4408,55.0,否,精装
BJ0007013,旧宫22.8㎡简装合租,合租,在租,链家,大兴区,旧宫,116.339764,39.73095,1238,22.8,是,简装
BJ0007014,李桥92.8㎡毛坯整租,整租,在租,安居客,顺义区,李桥,116.626512,40.106506,5147,92.8,否,毛坯
BJ0007015,学院路64.8㎡毛坯整租,整租,在租,58同城,海淀区,学院路,116.278889,39.971181,7993,64.8,是,毛坯
BJ0007016,青塔15.4㎡精装合租,合租,已租,58同城,丰台区,青塔,116.296637,39.881009,1705,15.4,否,精装
BJ0007017,黄村23.2㎡简装合租,合租,在租,安居客,大兴区,黄村,116.342355,39.759323,1345,23.2,否,简装
BJ0007018,青塔23.0㎡精装合租,合租,已租,安居客,丰台区,青塔,116.293849,39.838386,2314,23.0,是,精装
BJ0007019,马家堡23.6㎡精装合租,合租,已租,58同城,丰台区,马家堡,116.284602,39.865748,1958,23.6,是,精装
BJ0007020,大峪13.2㎡毛坯合租,合租,已租,58同城,门头沟区,大峪,116.097702,39.946111,1329,13.2,否,毛坯
BJ0007021,土桥12.0㎡毛坯合租,合租,在租,链家,通州区,土桥,116.664757,39.926507,1863,12.0,是,毛坯
BJ0007022,十里堡26.0㎡简装合租,合租,待审核,链家,朝阳区,十里堡,116.456425,39.885022,3767,26.0,是,简装
BJ0007023,陶然亭36.3㎡简装整租,整租,在租,贝壳找房,西城区,陶然亭,116.397708,39.90983,6301,36.3,否,简装
BJ0007024,北太平庄111.2㎡精装整租,整租,在租,58同城,海淀区,北太平庄,116.278122,39.945482,8731,111.2,是,精装
BJ0007025,天通苑10.1㎡简装合租,合租,在租,链家,昌平区,天通苑,116.208313,40.247191,1027,10.1,否,简装
BJ0007026,十里堡8㎡精装整租,整租,在租,链家,朝阳区,十里堡,116.461184,39.886975,10351,8,否,精装
BJ0007027,太阳宫26.9㎡简装整租,整租,在租,安居客,朝阳区,太阳宫,116.482618,39.891694,6016,26.9,是,简装
BJ0007028,常营81.6㎡精装整租,整租,待审核,贝壳找房,朝阳区,常营,116.423923,39.939969,9664,81.6,是,精装
BJ0007029,陶然亭18.7㎡简装合租,合租,在租,贝壳找房,西城区,陶然亭,116.348002,39.902652,2947,18.7,是,简装
BJ0007030,草桥78.1㎡毛坯整租,整租,已租,贝壳找房,丰台区,草桥,116.273688,39.845802,6357,78.1,是,毛坯
BJ0007031,高米店221.7㎡豪装独栋,独栋,在租,链家,大兴区,高米店,116.339091,39.758268,20377,221.7,是,豪装
BJ0007032,窦店15.5㎡简装合租,合租,已租,链家,房山区,窦店,116.108396,39.792301,983,15.5,否,简装
BJ0007033,马家堡23.2㎡简装合租,合租,在租,贝壳找房,丰台区,马家堡,116.286278,39.868797,2101,23.2,是,简装
BJ0007034,双井23.6㎡精装合租,合租,在租,链家,朝阳区,双井,116.472211,39.927165,3591,23.6,否,精装
BJ0007035,古城118.3㎡精装独栋,独栋,在租,58同城,石景山区,古城,116.198983,39.931473,19920,118.3,否,精装
BJ0007036,管庄192.1㎡精装独栋,独栋,在租,58同城,朝阳区,管庄,116.458229,39.929264,23893,192.1,是,精装
BJ0007037,新街口18.6㎡精装合租,合租,已租,58同城,西城区,新街口,116.346546,39.916073,4046,18.6,是,精装
BJ0007038,长阳155.1㎡毛坯独栋,独栋,在租,贝壳找房,房山区,长阳,116.147554,39.758833,9694,155.1,否,毛坯
BJ0007039,清河20.7㎡精装合租,合租,已租,安居客,海淀区,清河,116.298663,39.98462,3149,20.7,是,精装
BJ0007040,后沙峪19.9㎡简装合租,合租,待审核,贝壳找房,顺义区,后沙峪,116.619281,40.091281,1249,19.9,否,简装
BJ0007041,马家堡107.0㎡精装整租,整租,已租,自如,丰台区,马家堡,116.268106,39.878357,4883,107.0,否,精装
BJ0007042,马坡63.5㎡精装整租,整租,在租,贝壳找房,顺义区,马坡,116.634692,40.098897,6540,63.5,否,精装
BJ0007043,九棵树66.1㎡豪装整租,整租,在租,自如,通州区,九棵树,116.620603,39.909431,4034,66.1,否,豪装
BJ0007044,果园53.0㎡毛坯整租,整租,待审核,58同城,通州区,果园,116.663798,39.919328,4254,53.0,否,毛坯
BJ0007045,北苑19.2㎡精装合租,合租,已租,58同城,朝阳区,北苑,116.452206,39.917304,2841,19.2,是,精装
BJ0007046,大望路90.1㎡精装整租,整租,已租,安居客,朝阳区,大望路,116.439899,39.940294,7982,90.1,否,精装
BJ0007047,中关村13.4㎡简装合租,合租,待审核,链家,海淀区,中关村,116.322248,39.976565,3362,13.4,是,简装
BJ0007048,双井20.6㎡豪装合租,合租,在租,链家,朝阳区,双井,116.411888,39.897329,3894,20.6,否,豪装
BJ0007049,后沙峪22.2㎡毛坯合租,合租,在租,安居客,顺义区,后沙峪,116.652302,40.1421,1427,22.2,是,毛坯
BJ0007050,西三旗49.4㎡简装整租,整租,在租,58同城,海淀区,西三旗,116.287734,39.987035,9538,49.4,是,简装
BJ0007051,德胜门18.5㎡简装合租,合租,已租,58同城,西城区,德胜门,116.367429,39.924957,3678,18.5,是,简装
BJ0007052,高米店68.9㎡豪装整租,整租,在租,贝壳找房,大兴区,高米店,116.324355,39.720913,4962,68.9,否,豪装
BJ0007053,北苑12.8㎡毛坯合租,合租,在租,贝壳找房,朝阳区,北苑,116.45363,39.934644,2605,12.8,是,毛坯
BJ0007054,天坛62.0㎡简装整租,整租,在租,贝壳找房,东城区,天坛,116.406675,39.960129,9807,62.0,否,简装
BJ0007055,金顶街17.0㎡简装合租,合租,在租,安居客,石景山区,金顶街,116.189533,39.899489,1925,17.0,否,简装
BJ0007056,知春路17.7㎡简装合租,合租,在租,链家,海淀区,知春路,116.333664,39.970628,1887,17.7,是,简装
BJ0007057,安贞16.4㎡简装合租,合租,在租,58同城,朝阳区,安贞,116.464975,39.888435,2351,16.4,是,简装
BJ0007058,石门9.3㎡简装合租,合租,在租,贝壳找房,顺义区,石门,116.666608,40.142451,1387,9.3,否,简装
BJ0007059,生物医药基地103.6㎡简装整租,整租,已租,贝壳找房,大兴区,生物医药基地,116.308101,39.736134,3164,103.6,否,简装
BJ0007060,安贞16.1㎡简装合租,合租,在租,58同城,朝阳区,安贞,116.413782,39.893027,2797,16.1,是,简装
BJ0007061,西三旗103.3㎡精装整租,整租,待审核,链家,海淀区,西三旗,116.324533,39.966484,9648,103.3,是,精装
BJ0007062,北苑12.7㎡豪装合租,合租,已租,自如,通州区,北苑,116.628417,39.898414,2296,12.7,否,豪装
BJ0007063,鲁谷24.4㎡豪装合租,合租,在租,58同城,石景山区,鲁谷,116.201268,39.917079,2164,24.4,否,豪装
BJ0007064,安贞27.0㎡简装合租,合租,已租,贝壳找房,朝阳区,安贞,116.427408,39.943202,2896,27.0,是,简装
BJ0007065,万寿路33.8㎡豪装整租,整租,在租,安居客,海淀区,万寿路,116.284394,39.92068,11285,33.8,是,豪装
BJ0007066,酒仙桥21.8㎡简装合租,合租,在租,贝壳找房,朝阳区,酒仙桥,116.456046,39.917922,1866,21.8,否,简装
BJ0007067,劲松10.8㎡简装合租,合租,已租,贝壳找房,朝阳区,劲松,116.455581,39.935076,2913,10.8,是,简装
BJ0007068,高米店224.7㎡精装独栋,独栋,在租,贝壳找房,大兴区,高米店,116.324242,39.714711,20712,224.7,是,精装
BJ0007069,西红门27.6㎡毛坯合租,合租,已租,安居客,大兴区,西红门,116.31757,39.724258,1790,27.6,是,毛坯
BJ0007070,东直门75.4㎡精装整租,整租,在租,58同城,东城区,东直门,116.425761,39.893112,6330,75.4,否,精装
BJ0007071,太阳宫50.2㎡精装整租,整租,在租,链家,朝阳区,太阳宫,116.412436,39.943801,9360,50.2,否,精装
BJ0007072,西三旗12.4㎡简装合租,合租,在租,链家,海淀区,西三旗,116.324274,39.958445,2015,12.4,是,简装
BJ0007073,牡丹园27.7㎡简装合租,合租,已租,链家,海淀区,牡丹园,116.322256,39.979646,2192,27.7,否,简装
BJ0007074,大望路57.1㎡简装整租,整租,在租,安居客,朝阳区,大望路,116.452272,39.942334,7930,57.1,是,简装
BJ0007075,牡丹园212.6㎡简装独栋,独栋,在租,自如,海淀区,牡丹园,116.329018,39.982115,31124,212.6,否,简装
BJ0007076,临河里248.8㎡豪装独栋,独栋,已租,链家,通州区,临河里,116.672762,39.902229,27345,248.8,是,豪装
BJ0007077,回龙观81.7㎡毛坯整租,整租,在租,贝壳找房,昌平区,回龙观,116.226592,40.254689,3114,81.7,否,毛坯
BJ0007078,北苑18.9㎡豪装整租,整租,已租,58同城,通州区,北苑,116.622475,39.881902,4394,18.9,否,豪装
BJ0007079,崇文门114.5㎡简装整租,整租,在租,安居客,东城区,崇文门,116.408978,39.936542,5980,114.5,否,简装
BJ0007080,北太平庄13.9㎡精装合租,合租,在租,贝壳找房,海淀区,北太平庄,116.278965,39.998563,2332,13.9,是,精装
BJ0007081,长阳59.6㎡精装整租,整租,在租,58同城,房山区,长阳,116.135923,39.729429,4095,59.6,是,精装
BJ0007082,清河66.2㎡豪装整租,整租,已租,贝壳找房,海淀区,清河,116.300802,39.928832,11105,66.2,是,豪装
BJ0007083,广安门22.8㎡毛坯合租,合租,在租,贝壳找房,西城区,广安门,116.336006,39.904945,2292,22.8,是,毛坯
BJ0007084,西单16.5㎡毛坯合租,合租,在租,贝壳找房,西城区,西单,116.351463,39.931826,3349,16.5,是,毛坯
BJ0007085,大红门8㎡简装合租,合租,在租,链家,丰台区,大红门,116.253659,39.822075,2061,8,否,简装
BJ0007086,五道口51.3㎡简装整租,整租,待审核,贝壳找房,海淀区,五道口,116.310998,39.960842,7437,51.3,是,简装
BJ0007087,大峪19.4㎡精装合租,合租,待审核,贝壳找房,门头沟区,大峪,116.120204,39.979652,2170,19.4,是,精装
BJ0007088,金顶街61.5㎡毛坯整租,整租,待审核,贝壳找房,石景山区,金顶街,116.243302,39.929599,2857,61.5,否,毛坯
BJ0007089,良乡85.8㎡简装整租,整租,在租,自如,房山区,良乡,116.183056,39.751565,4144,85.8,是,简装
BJ0007090,老山163.8㎡精装独栋,独栋,在租,链家,石景山区,老山,116.230261,39.866489,14556,163.8,否,精装
BJ0007091,知春路24.4㎡简装合租,合租,待审核,贝壳找房,海淀区,知春路,116.313295,39.945304,3233,24.4,是,简装
BJ0007092,三里屯35.6㎡精装整租,整租,在租,58同城,朝阳区,三里屯,116.468001,39.937439,9004,35.6,是,精装
BJ0007093,角门56.5㎡豪装整租,整租,在租,贝壳找房,丰台区,角门,116.30354,39.828559,6447,56.5,是,豪装
BJ0007094,白纸坊24.9㎡毛坯合租,合租,在租,58同城,西城区,白纸坊,116.350552,39.902413,2219,24.9,是,毛坯
BJ0007095,鲁谷18.0㎡精装合租,合租,在租,链家,石景山区,鲁谷,116.236533,39.874616,1589,18.0,否,精装
BJ0007096,安贞55.5㎡精装整租,整租,待审核,58同城,朝阳区,安贞,116.475349,39.942342,6823,55.5,否,精装
BJ0007097,后沙峪33.3㎡简装整租,整租,在租,贝壳找房,顺义区,后沙峪,116.650744,40.139314,5229,33.3,是,简装
BJ0007098,劲松30.3㎡简装整租,整租,在租,安居客,朝阳区,劲松,116.447597,39.940377,7334,30.3,是,简装
BJ0007099,天竺48.8㎡精装整租,整租,在租,自如,顺义区,天竺,116.652396,40.114917,4233,48.8,是,精装
BJ0007100,西罗园20.7㎡精装合租,合租,在租,58同城,丰台区,西罗园,116.252876,39.819759,2955,20.7,是,精装
BJ0007101,梨园11.1㎡豪装合租,合租,在租,贝壳找房,通州区,梨园,116.684617,39.892356,1929,11.1,是,豪装
BJ0007102,万寿路26.9㎡简装合租,合租,已租,安居客,海淀区,万寿路,116.283825,39.981666,3548,26.9,是,简装
BJ0007103,学院路8㎡精装合租,合租,已租,链家,海淀区,学院路,116.299754,39.938179,2237,8,是,精装
BJ0007104,鲁谷9.1㎡精装整租,整租,在租,自如,石景山区,鲁谷,116.260669,39.91235,7000,9.1,否,精装
BJ0007105,管庄23.5㎡精装合租,合租,已租,链家,朝阳区,管庄,116.459776,39.924309,2781,23.5,是,精装
BJ0007106,大望路14.2㎡精装整租,整租,已租,链家,朝阳区,大望路,116.420946,39.906938,9634,14.2,否,精装
BJ0007107,高米店54.9㎡精装整租,整租,在租,贝壳找房,大兴区,高米店,116.32932,39.734766,3941,54.9,否,精装
BJ0007108,北太平庄76.4㎡简装整租,整租,在租,链家,海淀区,北太平庄,116.268498,39.981702,8416,76.4,是,简装
BJ0007109,方庄9.9㎡精装合租,合租,已租,链家,丰台区,方庄,116.290186,39.849439,2167,9.9,是,精装
BJ0007110,德胜门19.3㎡简装合租,合租,在租,自如,西城区,德胜门,116.371394,39.945963,4096,19.3,是,简装
BJ0007111,房山城关20.0㎡毛坯合租,合租,在租,链家,房山区,房山城关,116.121474,39.779261,775,20.0,否,毛坯
BJ0007112,金顶街67.0㎡豪装整租,整租,在租,链家,石景山区,金顶街,116.234246,39.914168,6226,67.0,否,豪装
BJ0007113,东直门9.0㎡精装合租,合租,在租,58同城,东城区,东直门,116.403255,39.913714,2951,9.0,是,精装
BJ0007114,陶然亭20.3㎡精装合租,合租,在租,贝壳找房,西城区,陶然亭,116.341319,39.921026,4256,20.3,是,精装
BJ0007115,丰台科技园98.9㎡精装整租,整租,在租,贝壳找房,丰台区,丰台科技园,116.308085,39.886663,8616,98.9,是,精装
BJ0007116,刘家窑93.1㎡简装整租,整租,已租,贝壳找房,丰台区,刘家窑,116.29838,39.819749,4703,93.1,是,简装
BJ0007117,庙城8㎡精装合租,合租,已租,安居客,怀柔区,庙城,116.593996,40.34758,1118,8,否,精装
BJ0007118,双井78.1㎡精装整租,整租,在租,贝壳找房,朝阳区,双井,116.455927,39.900826,6449,78.1,否,精装
